ticker,date,broker_code,broker_name,buy_value,sell_value,net_value,buy_lot,sell_lot,net_lot,avg_buy_price,avg_sell_price,broker_type
BBRI.JK,2026-06-08,YP,Mirae Asset Sekuritas,1320023694.4413667,22918461684.870216,-21598437990.42885,2909,50521,-47612,4572.25646840264,4562.712422775278,local
BBRI.JK,2026-06-08,PD,Indo Premier Sekuritas,1734380014.5397875,8200691376.296259,-6466311361.756472,3823,18077,-14254,4575.348946934999,4523.197869241695,local
BBRI.JK,2026-06-08,OD,BRI Danareksa Sekuritas,10611480443.47866,9293803423.922203,1317677019.5564575,23391,20487,2904,4562.376974411641,4554.754822243962,local
BBRI.JK,2026-06-08,AK,UBS Sekuritas,10039846634.031904,3515100918.7247357,6524745715.307169,22131,7748,14383,4557.463100213371,4545.345531487025,foreign
BBRI.JK,2026-06-08,ZP,Maybank Sekuritas,18430597129.081078,1353336729.4966044,17077260399.584473,40628,2983,37645,4554.9010856792365,4542.700798272285,foreign
BBRI.JK,2026-06-08,CS,Credit Suisse,17278195501.192146,6370566981.249142,10907628519.943005,38087,14043,24044,4503.50853745699,4538.6242031839365,foreign
BBRI.JK,2026-06-08,KZ,CLSA Sekuritas,2308543318.277056,3147154019.549854,-838610701.2727976,5088,6937,-1849,4506.115290589467,4495.172519130034,foreign
BBRI.JK,2026-06-08,NI,BNI Sekuritas,3167714274.017728,2345516099.795575,822198174.2221527,6982,5170,1812,4500.923972242165,4514.508851170241,local
BBRI.JK,2026-06-08,DX,Bahana Sekuritas,5855261486.9214525,8298271923.826004,-2443010436.9045515,12907,18292,-5385,4491.091567276079,4561.223588700286,local
BBRI.JK,2026-06-05,CC,Mandiri Sekuritas,272304555.04001826,4821943672.354498,-4549639117.31448,623,11033,-10410,4353.34370289696,4380.131871486111,local
BBRI.JK,2026-06-05,YP,Mirae Asset Sekuritas,841882410.3823439,4287896266.809412,-3446013856.427068,1926,9811,-7885,4410.591702832927,4381.524496048312,local
BBRI.JK,2026-06-05,PD,Indo Premier Sekuritas,1540739178.443555,6772151554.2457905,-5231412375.802236,3525,15495,-11970,4375.716069409474,4369.714040723569,local
BBRI.JK,2026-06-05,OD,BRI Danareksa Sekuritas,4381287474.636866,6149612348.918932,-1768324874.2820663,10024,14070,-4046,4409.126736233349,4381.644824825993,local
BBRI.JK,2026-06-05,AK,UBS Sekuritas,10254899239.525267,2729360821.4278584,7525538418.097408,23464,6245,17219,4344.668028524975,4334.827924384996,foreign
BBRI.JK,2026-06-05,ZP,Maybank Sekuritas,7655135975.193452,2247002079.4484434,5408133895.745008,17515,5141,12374,4412.643812468854,4359.438850202467,foreign
BBRI.JK,2026-06-05,CS,Credit Suisse,7636617390.603982,993140373.4167355,6643477017.187246,17473,2272,15201,4346.529816758464,4372.957682371216,foreign
BBRI.JK,2026-06-05,KZ,CLSA Sekuritas,3867961384.9694543,3870231112.0295,-2269727.060045719,8850,8855,-5,4381.372164174805,4369.066747272671,foreign
BBRI.JK,2026-06-05,NI,BNI Sekuritas,5954467857.339899,5938852656.311836,15615201.02806282,13624,13588,36,4408.612914180254,4373.083322884361,local
BBRI.JK,2026-06-05,DX,Bahana Sekuritas,3320233257.091123,2240679191.174128,1079554065.916995,7597,5126,2471,4361.856778857473,4352.492213873301,local
BBRI.JK,2026-06-04,CC,Mandiri Sekuritas,16300526356.822668,2736212358.7457824,13564313998.076885,37645,6319,31326,4301.5895565028495,4311.98380902582,local
BBRI.JK,2026-06-04,YP,Mirae Asset Sekuritas,2601499475.4507713,1063676774.1221043,1537822701.3286672,6008,2456,3552,4325.382852785949,4299.065034439492,local
BBRI.JK,2026-06-04,PD,Indo Premier Sekuritas,19196463353.455177,2279669998.432314,16916793355.022863,44333,5264,39069,4348.2029825036225,4341.305744091805,local
BBRI.JK,2026-06-04,OD,BRI Danareksa Sekuritas,5722776053.236924,7576245614.945563,-1853469561.7086391,13216,17497,-4281,4339.7759078326,4334.267425679392,local
BBRI.JK,2026-06-04,AK,UBS Sekuritas,2416618713.032012,10400984030.826815,-7984365317.794803,5581,24020,-18439,4364.197720879484,4368.571746954275,foreign
BBRI.JK,2026-06-04,ZP,Maybank Sekuritas,1731087270.5255356,12216262849.595762,-10485175579.070227,3997,28212,-24215,4301.577122760716,4368.050226694494,foreign
BBRI.JK,2026-06-04,CS,Credit Suisse,572990228.6966685,3213425687.6596785,-2640435458.96301,1323,7421,-6098,4316.885385905443,4356.861393172235,foreign
BBRI.JK,2026-06-04,KZ,CLSA Sekuritas,2148548899.179321,1456568173.2384698,691980725.940851,4961,3363,1598,4300.016873335321,4330.000540503068,foreign
BBRI.JK,2026-06-04,NI,BNI Sekuritas,5308137040.489629,5525717824.003484,-217580783.51385498,12258,12761,-503,4360.493735037353,4369.492220757687,local
BBRI.JK,2026-06-04,DX,Bahana Sekuritas,1877347307.3862429,2487368258.6380415,-610020951.2517986,4335,5744,-1409,4340.101453809559,4354.650846897025,local
BBRI.JK,2026-06-03,CC,Mandiri Sekuritas,2079375048.4307866,6293631699.965864,-4214256651.5350776,4737,14340,-9603,4419.200670743068,4419.095174661714,local
BBRI.JK,2026-06-03,YP,Mirae Asset Sekuritas,128276596.72706755,1961357943.4216256,-1833081346.6945581,292,4468,-4176,4369.530211830315,4429.256784948173,local
BBRI.JK,2026-06-03,PD,Indo Premier Sekuritas,1325479762.0394185,6225650575.180899,-4900170813.14148,3020,14185,-11165,4374.780091345716,4356.247899451469,local
BBRI.JK,2026-06-03,OD,BRI Danareksa Sekuritas,3595179657.3886733,2470679364.208918,1124500293.1797552,8191,5629,2562,4402.714562098736,4422.777811199073,local
BBRI.JK,2026-06-03,AK,UBS Sekuritas,10171977434.885162,1601392736.3488998,8570584698.5362625,23177,3648,19529,4379.268559708618,4429.63505475512,foreign
BBRI.JK,2026-06-03,ZP,Maybank Sekuritas,8244284348.388437,2421268914.783016,5823015433.605421,18784,5516,13268,4345.1433310665125,4382.700416814524,foreign
BBRI.JK,2026-06-03,CS,Credit Suisse,2300398068.8033233,369211779.70756024,1931186289.095763,5241,841,4400,4350.468750058585,4398.551834488861,foreign
BBRI.JK,2026-06-03,KZ,CLSA Sekuritas,1358821735.980562,966667964.187343,392153771.793219,3096,2202,894,4431.753115335825,4407.8368216279705,foreign
BBRI.JK,2026-06-03,NI,BNI Sekuritas,1873028973.2191298,1774315388.6294053,98713584.58972454,4267,4042,225,4424.006351014972,4373.496772710249,local
BBRI.JK,2026-06-03,DX,Bahana Sekuritas,3380780630.6797614,2384275181.4246984,996505449.255063,7703,5432,2271,4357.8783356997,4429.6517922811945,local
BBRI.JK,2026-06-02,CC,Mandiri Sekuritas,2961908965.10367,544837781.614012,2417071183.4896584,6329,1164,5165,4666.514677519481,4703.350578650541,local
BBRI.JK,2026-06-02,YP,Mirae Asset Sekuritas,13984429975.65412,3489094464.1828556,10495335511.471264,29885,7456,22429,4692.409243175275,4706.4699843774815,local
BBRI.JK,2026-06-02,PD,Indo Premier Sekuritas,14136056486.302933,1088790631.305144,13047265854.99779,30209,2326,27883,4656.755316717141,4714.457127996471,local
BBRI.JK,2026-06-02,OD,BRI Danareksa Sekuritas,5010077547.180196,4724817952.838487,285259594.34170914,10706,10097,609,4658.887581311963,4666.030422706854,local
BBRI.JK,2026-06-02,AK,UBS Sekuritas,468528480.65198463,2685695796.5640383,-2217167315.9120536,1001,5739,-4738,4659.947137682675,4654.935823927506,foreign
BBRI.JK,2026-06-02,ZP,Maybank Sekuritas,1127294462.3362513,9366092220.531696,-8238797758.195445,2409,20015,-17606,4685.919073880755,4676.529388490754,foreign
BBRI.JK,2026-06-02,CS,Credit Suisse,3477796423.2646794,8682097358.604912,-5204300935.340233,7432,18553,-11121,4716.019803480497,4659.369346496541,foreign
BBRI.JK,2026-06-02,KZ,CLSA Sekuritas,2349211905.110784,2127686959.9035993,221524945.2071848,5020,4546,474,4714.5995734858225,4671.4557945158585,foreign
BBRI.JK,2026-06-02,NI,BNI Sekuritas,2867958708.824701,3034359388.028613,-166400679.20391226,6128,6484,-356,4720.903277967403,4636.4904716584315,local
BBRI.JK,2026-06-02,DX,Bahana Sekuritas,3839397482.0144815,2787493952.34655,1051903529.6679316,8204,5956,2248,4719.391122143795,4721.747113686187,local
BMRI.JK,2026-07-01,CC,Mandiri Sekuritas,624456334.3446811,2632878927.067169,-2008422592.722488,1053,4442,-3389,5911.818606443031,5942.561798661088,local
BMRI.JK,2026-07-01,YP,Mirae Asset Sekuritas,2146709775.854993,8156823513.156784,-6010113737.301791,3622,13764,-10142,5931.850193442451,5890.611961353363,local
BMRI.JK,2026-07-01,PD,Indo Premier Sekuritas,834791391.1466442,10495178959.475433,-9660387568.328789,1408,17709,-16301,5950.088665436279,5920.026710040089,local
BMRI.JK,2026-07-01,OD,BRI Danareksa Sekuritas,3217043250.4851375,4667836814.640119,-1450793564.1549811,5428,7876,-2448,5950.726614927863,5941.848915779124,local
BMRI.JK,2026-07-01,AK,UBS Sekuritas,6944282267.242773,2717167517.4483733,4227114749.7943997,11718,4585,7133,5877.583506017801,5880.144314193955,foreign
BMRI.JK,2026-07-01,ZP,Maybank Sekuritas,8953233332.116962,2396683122.3914833,6556550209.725479,15107,4044,11063,5871.912848001585,5870.240252935387,foreign
BMRI.JK,2026-07-01,CS,Credit Suisse,15387584496.973003,2900993085.186538,12486591411.786465,25965,4895,21070,5929.227562187204,5890.6981859010475,foreign
BMRI.JK,2026-07-01,KZ,CLSA Sekuritas,4819998580.640889,4785013308.812791,34985271.8280983,8133,8074,59,5976.838922971665,5951.00078669876,foreign
BMRI.JK,2026-07-01,NI,BNI Sekuritas,6628387763.726852,8519795523.579661,-1891407759.852809,11184,14376,-3192,5883.120947262807,5895.524703514096,local
BMRI.JK,2026-07-01,DX,Bahana Sekuritas,2914774454.229517,3783060344.1006274,-868285889.8711104,4918,6383,-1465,5889.187091779816,5877.768968552963,local
BMRI.JK,2026-06-30,CC,Mandiri Sekuritas,8424012263.7301655,1999341153.796286,6424671109.93388,13640,3237,10403,6132.563734255953,6211.040930584382,local
BMRI.JK,2026-06-30,YP,Mirae Asset Sekuritas,6048296153.01162,987862438.6974337,5060433714.314186,9793,1599,8194,6216.129517329923,6134.3429617916845,local
BMRI.JK,2026-06-30,PD,Indo Premier Sekuritas,9312375804.327925,1310238153.7504103,8002137650.577515,15079,2121,12958,6181.788303434662,6160.294918900894,local
BMRI.JK,2026-06-30,OD,BRI Danareksa Sekuritas,5198619768.286583,5593557281.317835,-394937513.0312519,8418,9057,-639,6178.703936423503,6137.483267481887,local
BMRI.JK,2026-06-30,AK,UBS Sekuritas,586225035.0220219,6752745916.929683,-6166520881.9076605,949,10934,-9985,6135.68586865094,6234.003486927789,foreign
BMRI.JK,2026-06-30,ZP,Maybank Sekuritas,4136378659.6259246,12482165002.888203,-8345786343.262278,6697,20212,-13515,6180.517269491092,6206.302492291713,foreign
BMRI.JK,2026-06-30,CS,Credit Suisse,1378372780.203938,16071239587.079308,-14692866806.87537,2231,26023,-23792,6158.505344157049,6189.750285113828,foreign
BMRI.JK,2026-06-30,KZ,CLSA Sekuritas,3195197452.662597,4105813215.642468,-910615762.9798708,5173,6648,-1475,6220.212194861583,6194.94841037287,foreign
BMRI.JK,2026-06-30,NI,BNI Sekuritas,8419321001.486051,12478550674.72696,-4059229673.2409086,13633,20206,-6573,6231.77640068385,6198.374307974332,local
BMRI.JK,2026-06-30,DX,Bahana Sekuritas,6415927650.199663,7706203604.553179,-1290275954.3535156,10389,12478,-2089,6213.728540097122,6194.263122759996,local
BMRI.JK,2026-06-29,CC,Mandiri Sekuritas,2380415838.6459184,6105881119.342662,-3725465280.6967435,4048,10383,-6335,5847.593315269525,5890.589303862875,local
BMRI.JK,2026-06-29,YP,Mirae Asset Sekuritas,2486128514.5094013,6700221138.07699,-4214092623.567589,4228,11394,-7166,5906.508147869747,5851.031022993679,local
BMRI.JK,2026-06-29,PD,Indo Premier Sekuritas,1641129495.011853,11521984254.891138,-9880854759.879286,2790,19594,-16804,5869.342204415913,5869.1760838071295,local
BMRI.JK,2026-06-29,OD,BRI Danareksa Sekuritas,726142856.3870229,1054991787.1293832,-328848930.74236035,1234,1794,-560,5936.712574411647,5851.097314598338,local
BMRI.JK,2026-06-29,AK,UBS Sekuritas,13043259426.225407,4303390974.721661,8739868451.503746,22181,7318,14863,5932.115201420163,5851.560270871489,foreign
BMRI.JK,2026-06-29,ZP,Maybank Sekuritas,5684236255.765326,1116042959.350781,4568193296.414545,9666,1897,7769,5889.354468673738,5923.708094667711,foreign
BMRI.JK,2026-06-29,CS,Credit Suisse,7718085868.135393,1501168610.1397824,6216917257.995611,13125,2552,10573,5922.082763817696,5848.949224410439,foreign
BMRI.JK,2026-06-29,KZ,CLSA Sekuritas,3916099587.5377426,2931631556.263154,984468031.2745886,6659,4985,1674,5920.345148792308,5919.777789786657,foreign
BMRI.JK,2026-06-29,NI,BNI Sekuritas,3254699140.2787585,4626084144.468584,-1371385004.1898255,5535,7867,-2332,5938.120804013299,5875.746769298241,local
BMRI.JK,2026-06-29,DX,Bahana Sekuritas,3792799919.888603,4115343133.629501,-322543213.74089766,6450,6998,-548,5873.02373883333,5846.0341636857975,local
BMRI.JK,2026-06-26,CC,Mandiri Sekuritas,8008814958.46353,2111780695.4161527,5897034263.047377,13196,3479,9717,6089.848378101678,6035.239581977659,local
BMRI.JK,2026-06-26,YP,Mirae Asset Sekuritas,5275629897.583636,1925383959.5324419,3350245938.051194,8692,3172,5520,6043.586397443921,6120.352910100139,local
BMRI.JK,2026-06-26,PD,Indo Premier Sekuritas,5411847132.472086,1606775424.1205742,3805071708.351512,8917,2647,6270,6100.017259004873,6110.625608242986,local
BMRI.JK,2026-06-26,OD,BRI Danareksa Sekuritas,8799358698.782673,8485610746.240081,313747952.54259205,14499,13982,517,6021.039974667398,6085.237723459161,local
BMRI.JK,2026-06-26,AK,UBS Sekuritas,3204637486.902795,16914217669.804111,-13709580182.901318,5280,27870,-22590,6096.998300614788,6104.45089561988,foreign
BMRI.JK,2026-06-26,ZP,Maybank Sekuritas,2335173786.1733866,6434957292.6994505,-4099783506.526064,3847,10603,-6756,6035.183831398458,6030.570343666878,foreign
BMRI.JK,2026-06-26,CS,Credit Suisse,154714546.23606685,2315893972.6506605,-2161179426.4145937,254,3816,-3562,6054.567748563324,6044.103327955468,foreign
BMRI.JK,2026-06-26,KZ,CLSA Sekuritas,5800769192.452694,7400664413.26978,-1599895220.8170862,9558,12194,-2636,6124.6652774221375,6081.109432272286,foreign
BMRI.JK,2026-06-26,NI,BNI Sekuritas,8531621298.817133,11397182177.485476,-2865560878.6683426,14058,18779,-4721,6010.769183677965,6092.287746618306,local
BMRI.JK,2026-06-26,DX,Bahana Sekuritas,9383733105.110676,8047716291.130081,1336016813.9805946,15462,13260,2202,6059.09430126692,6045.4871734416765,local
BMRI.JK,2026-06-25,CC,Mandiri Sekuritas,2513078894.6091995,8421934536.72477,-5908855642.11557,4253,14253,-10000,5910.907865774145,5902.039368204038,local
BMRI.JK,2026-06-25,YP,Mirae Asset Sekuritas,2601627085.6189737,11363988722.198517,-8762361636.579544,4403,19232,-14829,5896.745634094167,5874.744219797765,local
BMRI.JK,2026-06-25,PD,Indo Premier Sekuritas,370564207.04198575,1541430718.8905566,-1170866511.8485708,627,2608,-1981,5928.01113624366,5920.9222911640645,local
BMRI.JK,2026-06-25,OD,BRI Danareksa Sekuritas,1291435148.6694286,1215529966.9704545,75905181.69897413,2185,2057,128,5879.8559413477005,5891.577567121741,local
BMRI.JK,2026-06-25,AK,UBS Sekuritas,8523901688.834788,2680428437.0011168,5843473251.833672,14426,4536,9890,5873.199685888235,5941.622693031691,foreign
BMRI.JK,2026-06-25,ZP,Maybank Sekuritas,7379612256.441815,2747520776.2247267,4632091480.217089,12489,4650,7839,5954.88290180857,5898.755777412052,foreign
BMRI.JK,2026-06-25,CS,Credit Suisse,1935390970.405656,173587804.288863,1761803166.1167932,3275,293,2982,5953.920325640048,5942.754937698673,foreign
BMRI.JK,2026-06-25,KZ,CLSA Sekuritas,5650122999.873626,4361549459.265761,1288573540.6078644,9562,7381,2181,5957.402434839928,5959.322447182285,foreign
BMRI.JK,2026-06-25,NI,BNI Sekuritas,2812451655.5679226,3431008573.0660143,-618556917.4980917,4759,5806,-1047,5948.926799392725,5861.727643098101,local
BMRI.JK,2026-06-25,DX,Bahana Sekuritas,1188058536.5613601,1649023837.0576203,-460965300.49626017,2010,2790,-780,5900.697060848832,5958.64693926868,local
BMRI.JK,2026-06-24,CC,Mandiri Sekuritas,10968217266.002945,10577662491.520061,390554774.48288345,18034,17392,642,6114.952430822116,6035.932736852575,local
BMRI.JK,2026-06-24,YP,Mirae Asset Sekuritas,10307386952.675104,9537595591.098852,769791361.576252,16947,15682,1265,6021.311275848438,6084.057607145105,local
BMRI.JK,2026-06-24,PD,Indo Premier Sekuritas,4724008109.776357,3959337418.2392206,764670691.5371361,7767,6510,1257,6027.150929717098,6122.459876612346,local
BMRI.JK,2026-06-24,OD,BRI Danareksa Sekuritas,11960002708.183111,10735232218.903433,1224770489.2796783,19665,17651,2014,6054.365676463976,6096.787623489625,local
BMRI.JK,2026-06-24,AK,UBS Sekuritas,9511239015.673988,8539453429.702515,971785585.9714737,15638,14041,1597,6105.628013581068,6054.07878532317,foreign
BMRI.JK,2026-06-24,ZP,Maybank Sekuritas,6387171191.543386,7640250413.612897,-1253079222.0695105,10502,12562,-2060,6088.828704660953,6032.1301634364045,foreign
BMRI.JK,2026-06-24,CS,Credit Suisse,1631683893.0068831,1975059516.6931677,-343375623.68628454,2682,3247,-565,6025.162325770259,6071.57284347852,foreign
BMRI.JK,2026-06-24,KZ,CLSA Sekuritas,3715994447.0730405,3078259202.4372573,637735244.6357832,6110,5061,1049,6089.004342558337,6083.457056494594,foreign
BMRI.JK,2026-06-24,NI,BNI Sekuritas,7221209315.832914,7578846177.332165,-357636861.4992504,11873,12461,-588,6073.300827771201,6072.353205226958,local
BMRI.JK,2026-06-24,DX,Bahana Sekuritas,2201910542.124779,2447263102.361118,-245352560.23633862,3620,4023,-403,6053.824376904561,6022.015340463951,local
BMRI.JK,2026-06-23,CC,Mandiri Sekuritas,5216191042.166059,2085420171.6275125,3130770870.538546,8986,3592,5394,5753.150635173073,5750.761585143326,local
BMRI.JK,2026-06-23,YP,Mirae Asset Sekuritas,15003864369.991781,3651071378.291262,11352792991.70052,25849,6290,19559,5791.947000855849,5803.6111958424135,local
BMRI.JK,2026-06-23,PD,Indo Premier Sekuritas,8113197510.893553,2477198351.7051034,5635999159.18845,13977,4267,9710,5784.739079650754,5842.359903322227,local
BMRI.JK,2026-06-23,OD,BRI Danareksa Sekuritas,2094963959.4695756,2365259775.765922,-270295816.2963464,3609,4074,-465,5818.058098102082,5799.530930566634,local
BMRI.JK,2026-06-23,AK,UBS Sekuritas,1275175165.497377,12035250698.238121,-10760075532.740744,2196,20734,-18538,5814.62818866036,5851.153236508896,foreign
BMRI.JK,2026-06-23,ZP,Maybank Sekuritas,1304457269.7015722,8085869036.662875,-6781411766.961303,2247,13930,-11683,5837.834583521109,5847.647287472356,foreign
BMRI.JK,2026-06-23,CS,Credit Suisse,719069668.3111558,3701891584.067911,-2982821915.7567554,1238,6377,-5139,5749.212067004347,5825.671658007451,foreign
BMRI.JK,2026-06-23,KZ,CLSA Sekuritas,6428270092.452745,9500507823.945461,-3072237731.492716,11074,16367,-5293,5835.086664182842,5792.0000862343,foreign
BMRI.JK,2026-06-23,NI,BNI Sekuritas,5215926031.457203,3619842384.26323,1596083647.193973,8986,6236,2750,5806.42886568248,5751.0435649928695,local
BMRI.JK,2026-06-23,DX,Bahana Sekuritas,6781274987.953065,5640521149.427772,1140753838.5252934,11683,9717,1966,5783.378189289106,5836.159597595103,local
BMRI.JK,2026-06-22,CC,Mandiri Sekuritas,2954805551.192973,3488117219.4437847,-533311668.2508116,4779,5642,-863,6216.471752360081,6173.975439590132,local
BMRI.JK,2026-06-22,YP,Mirae Asset Sekuritas,3190701251.8621435,3763897894.78984,-573196642.9276967,5161,6088,-927,6171.071636204475,6167.866431053013,local
BMRI.JK,2026-06-22,PD,Indo Premier Sekuritas,1455754114.9148908,1584072627.7178736,-128318512.8029828,2354,2562,-208,6187.362555937382,6171.768871117072,local
BMRI.JK,2026-06-22,OD,BRI Danareksa Sekuritas,1561453803.2041278,1380872878.8633327,180580924.34079504,2525,2233,292,6163.199057318783,6227.41473733136,local
BMRI.JK,2026-06-22,AK,UBS Sekuritas,2009273826.8228178,1812354297.4560595,196919529.36675835,3250,2931,319,6201.877704020813,6122.962888580944,foreign
BMRI.JK,2026-06-22,ZP,Maybank Sekuritas,3674759252.439019,3680771172.214714,-6011919.775694847,5944,5954,-10,6179.672834494604,6140.509254194386,foreign
BMRI.JK,2026-06-22,CS,Credit Suisse,2335275713.272672,2650347312.241757,-315071598.96908474,3777,4287,-510,6151.694421667833,6204.474403240407,foreign
BMRI.JK,2026-06-22,KZ,CLSA Sekuritas,1518810165.3307507,1835620365.456356,-316810200.12560534,2456,2969,-513,6160.615018129331,6234.180534248266,foreign
BMRI.JK,2026-06-22,NI,BNI Sekuritas,2572286890.1619205,2385430038.438504,186856851.72341633,4161,3858,303,6240.409961887569,6227.219601672735,local
BMRI.JK,2026-06-22,DX,Bahana Sekuritas,2099368801.4063268,1827832662.3985853,271536139.00774145,3396,2956,440,6239.243654460008,6241.0397046411335,local
BMRI.JK,2026-06-19,CC,Mandiri Sekuritas,1763488037.327817,2049324489.5523353,-285836452.2245183,2944,3421,-477,5944.99491248119,5974.19464783443,local
BMRI.JK,2026-06-19,YP,Mirae Asset Sekuritas,2878448076.7481885,2817953739.6597257,60494337.08846283,4805,4704,101,5936.242362437629,5934.754852112272,local
BMRI.JK,2026-06-19,PD,Indo Premier Sekuritas,2594286914.286928,2737708912.54313,-143421998.25620174,4331,4570,-239,6037.129462634615,6010.5782177150295,local
BMRI.JK,2026-06-19,OD,BRI Danareksa Sekuritas,1469367294.0229669,1268895586.707358,200471707.31560898,2453,2118,335,5998.310054370001,5969.446450899656,local
BMRI.JK,2026-06-19,AK,UBS Sekuritas,2202364127.4679365,1924479798.859017,277884328.6089196,3676,3212,464,5964.1170003957195,6017.724008407451,foreign
BMRI.JK,2026-06-19,ZP,Maybank Sekuritas,891115677.2702003,1086554911.9884377,-195439234.7182374,1487,1813,-326,5968.328889213795,5983.420054103229,foreign
BMRI.JK,2026-06-19,CS,Credit Suisse,488348275.883599,559825908.3403075,-71477632.45670849,815,934,-119,5975.886969256373,5986.144433778847,foreign
BMRI.JK,2026-06-19,KZ,CLSA Sekuritas,1919277167.7973607,2024974229.9610212,-105697062.16366053,3204,3380,-176,6036.814805454179,5970.760711772001,foreign
BMRI.JK,2026-06-19,NI,BNI Sekuritas,2870931961.89669,2946272606.976771,-75340645.08008099,4792,4918,-126,6033.348548041948,6005.9992847848625,local
BMRI.JK,2026-06-19,DX,Bahana Sekuritas,3323483364.563079,3401977308.4148846,-78493943.85180569,5548,5679,-131,5972.764862254384,5993.677067365354,local
BMRI.JK,2026-06-18,CC,Mandiri Sekuritas,1672778539.6263614,1929234812.9462175,-256456273.31985617,2748,3169,-421,6131.682416082785,6069.1681889516,local
BMRI.JK,2026-06-18,YP,Mirae Asset Sekuritas,2587328610.5281796,2417610794.0327277,169717816.49545193,4250,3972,278,6104.979100910673,6104.903389524294,local
BMRI.JK,2026-06-18,PD,Indo Premier Sekuritas,727657489.4395121,607513847.9579669,120143641.48154521,1195,998,197,6104.671496884124,6091.576253747149,local
BMRI.JK,2026-06-18,OD,BRI Danareksa Sekuritas,1018595146.1541332,905146383.1770185,113448762.97711468,1673,1487,186,6075.904431145263,6120.145564688676,local
BMRI.JK,2026-06-18,AK,UBS Sekuritas,3402588393.6018987,3469412828.151048,-66824434.54914951,5590,5700,-110,6057.292978408521,6028.774090222465,foreign
BMRI.JK,2026-06-18,ZP,Maybank Sekuritas,2205931435.726033,2278540464.7678876,-72609029.04185438,3624,3743,-119,6071.818755503454,6049.814128856404,foreign
BMRI.JK,2026-06-18,CS,Credit Suisse,3623349966.02328,3173909530.5080996,449440435.5151806,5953,5214,739,6141.338199850258,6115.195978905681,foreign
BMRI.JK,2026-06-18,KZ,CLSA Sekuritas,3541623622.7729526,3424639368.8854012,116984253.88755131,5818,5626,192,6114.624080185807,6042.224140047684,foreign
BMRI.JK,2026-06-18,NI,BNI Sekuritas,635586272.0439899,695918516.2533631,-60332244.209373236,1044,1143,-99,6056.5683851685635,6134.83822929925,local
BMRI.JK,2026-06-18,DX,Bahana Sekuritas,2733770573.726135,3290687907.158401,-556917333.4322662,4491,5406,-915,6105.0472990030285,6067.243991822462,local
BMRI.JK,2026-06-17,CC,Mandiri Sekuritas,1235926879.6880348,6168061483.138002,-4932134603.449967,2012,10044,-8032,6104.7523699260655,6089.7974223854935,local
BMRI.JK,2026-06-17,YP,Mirae Asset Sekuritas,191677991.4584696,1181691305.7135,-990013314.2550304,312,1924,-1612,6201.991059462752,6081.7459406922635,local
BMRI.JK,2026-06-17,PD,Indo Premier Sekuritas,155497116.5108137,1697670006.2291477,-1542172889.718334,253,2764,-2511,6095.9906775766,6161.890539153198,local
BMRI.JK,2026-06-17,OD,BRI Danareksa Sekuritas,3047340698.6873403,3001679191.961057,45661506.72628307,4962,4888,74,6084.8402920582175,6162.579940220253,local
BMRI.JK,2026-06-17,AK,UBS Sekuritas,4720666029.794036,1302097000.6934447,3418569029.100591,7687,2120,5567,6153.1235593966685,6150.810975851257,foreign
BMRI.JK,2026-06-17,ZP,Maybank Sekuritas,7189355468.029298,878984319.5009006,6310371148.528398,11707,1431,10276,6171.729025046161,6128.764059457782,foreign
BMRI.JK,2026-06-17,CS,Credit Suisse,1191904289.8400803,206949296.15675467,984954993.6833255,1940,337,1603,6097.475014871498,6166.324402808199,foreign
BMRI.JK,2026-06-17,KZ,CLSA Sekuritas,637162747.684179,640042868.2850901,-2880120.6009111404,1037,1042,-5,6122.639461721237,6093.2096242467105,foreign
BMRI.JK,2026-06-17,NI,BNI Sekuritas,3642210529.8617373,4196001643.8514857,-553791113.9897485,5931,6833,-902,6200.719454171892,6199.86494658477,local
BMRI.JK,2026-06-17,DX,Bahana Sekuritas,2955638569.063329,3522808199.6339507,-567169630.5706215,4813,5736,-923,6136.449815110713,6160.283018596096,local
BMRI.JK,2026-06-16,CC,Mandiri Sekuritas,793637825.1361967,3930102426.3074675,-3136464601.171271,1320,6539,-5219,5982.440097424844,5980.280864128358,local
BMRI.JK,2026-06-16,YP,Mirae Asset Sekuritas,1104242006.4028423,5796819142.349612,-4692577135.94677,1837,9645,-7808,5983.643558396359,5967.659359151007,local
BMRI.JK,2026-06-16,PD,Indo Premier Sekuritas,268688243.5316015,4239433957.131625,-3970745713.6000237,447,7053,-6606,6006.335945067832,5969.495678760222,local
BMRI.JK,2026-06-16,OD,BRI Danareksa Sekuritas,696235356.2316316,834284369.4222045,-138049013.19057286,1158,1388,-230,5990.498086912508,6046.306171429058,local
BMRI.JK,2026-06-16,AK,UBS Sekuritas,7577820311.804032,662190051.7142786,6915630260.089754,12608,1101,11507,5995.553458814142,5963.096295373169,foreign
BMRI.JK,2026-06-16,ZP,Maybank Sekuritas,5950246871.96,954619903.5735433,4995626968.3864565,9900,1588,8312,6066.080142383478,6050.090301405679,foreign
BMRI.JK,2026-06-16,CS,Credit Suisse,4426655795.699478,799211891.9137989,3627443903.7856793,7365,1329,6036,6049.802344677321,5966.546815468753,foreign
BMRI.JK,2026-06-16,KZ,CLSA Sekuritas,4110454717.8449845,2795523446.8390517,1314931271.0059328,6839,4651,2188,5955.871994485815,6023.573625550724,foreign
